Period,Amplitude,kfᴸᴬ,krᴸᴬ,kfᴸᴷ,krᴸᴷ,kcatᴸᴷ,kfᴸᴾ,krᴸᴾ,kcatᴸᴾ,kfᴬᴷ,krᴬᴷ,kfᴬᴾ,krᴬᴾ,DF,L,K,P,A,Kdᴸᴬ,Kdᴬᴷ,Kdᴬᴾ,Kmᴸᴷ,Kmᴸᴾ
130.8,0.2728,1.03036,18.89683,2.08545,0.00216,0.01814,0.02299,1.96288,10.1606,2.54931,0.00624,0.88121,0.04479,9999.403228629857,8.28852,1.92924,0.04264,1.49087,18.34011,0.00245,0.05083,0.00973,527.2805
95.865,0.28907,1.07503,19.74691,1.71341,0.00216,0.01814,0.02299,1.25161,10.05702,2.57023,0.00624,0.64255,0.06927,9998.750018087401,8.14867,2.11142,0.04264,1.69544,18.36877,0.00243,0.1078,0.01185,491.84042
110.87059,0.27941,1.23221,18.40342,1.33624,0.00216,0.01814,0.02299,0.72292,10.98754,0.5184,0.00624,0.31798,0.07142,10000.0,7.78788,2.07202,0.04264,1.57876,14.93532,0.01204,0.22461,0.01519,509.31725
110.4,0.27776,1.06445,18.96236,1.2568,0.00216,0.01814,0.02315,2.21847,10.22667,2.64724,0.00624,0.93082,0.06512,9999.457923602358,8.19428,1.83534,0.04264,1.48836,17.81427,0.00236,0.06996,0.01615,537.57292
132.63571,0.26449,1.27592,21.64951,0.36862,0.00216,0.01814,0.02348,0.8662,10.66587,1.14305,0.00624,0.55384,0.04687,9999.760190004752,8.04245,2.10804,0.04264,1.71372,16.96772,0.00546,0.08463,0.05507,491.08116
122.13333,0.2799,1.05733,18.75388,1.23607,0.00216,0.01814,0.02333,4.10441,10.86591,2.45361,0.00624,0.97359,0.05293,9998.609221994417,8.28189,1.90776,0.04264,1.44004,17.73695,0.00254,0.05437,0.01642,641.67695
128.66429,0.2783,1.08746,18.89683,1.58587,0.00216,0.01814,0.02299,1.96288,10.08438,2.59191,0.00624,0.70863,0.04479,9999.403228629857,8.28852,1.92924,0.04264,1.49912,17.37698,0.00241,0.06321,0.0128,523.96526
163.12727,0.2497,0.92565,19.60222,1.13579,0.00216,0.01814,0.02333,3.56619,10.20796,1.77854,0.00624,0.59637,0.04585,10000.0,8.25361,1.76246,0.04264,1.40013,21.17675,0.00351,0.07689,0.01787,590.40485
163.18182,0.24993,5.18347,22.28733,1.24016,0.1291,0.75915,0.02333,1.40095,8.8826,5.75929,3.8778,2.92448,1.14654,10000.0,4.65565,1.83511,0.83806,3.69517,4.29969,0.67331,0.39205,0.71624,440.78647
132.6,0.26451,0.92779,19.14745,1.58587,0.00216,0.01814,0.02285,2.86843,10.1395,2.37581,0.00624,1.01897,0.04479,9999.403228629857,8.28778,1.84264,0.04264,1.52762,20.63778,0.00263,0.04396,0.0128,569.30352
127.25,0.2721,1.1935,19.67549,2.15995,0.00216,0.01814,0.02299,2.05602,10.46137,1.73848,0.00624,0.71109,0.05083,10000.0,8.34858,1.95081,0.04264,1.53758,16.48555,0.00359,0.07148,0.0094,544.41298
122.04667,0.29115,1.09104,19.13527,3.01324,0.00216,0.01814,0.02333,3.6098,10.0854,1.67207,0.00624,0.55036,0.04546,10000.0,7.75202,1.985,0.04264,1.47713,17.53856,0.00373,0.08261,0.00674,587.02083
130.97857,0.26446,1.10077,17.95397,1.83118,0.00216,0.01814,0.02333,0.66353,10.97908,0.78427,0.00624,0.35418,0.04885,10000.0,8.15834,2.12956,0.04264,1.59701,16.31041,0.00796,0.13791,0.01109,499.04018
116.28,0.29169,1.68594,19.68734,1.22663,0.00216,0.01814,0.02333,2.27085,10.80614,0.93777,0.00624,0.5306,0.05511,10000.0,6.96204,2.24917,0.04264,1.71182,11.67736,0.00665,0.10386,0.01655,560.52261
185.03333,0.2187,1.19118,19.57119,0.69235,0.00216,0.01814,0.02333,2.08254,10.38092,1.62356,0.00624,0.78526,0.02318,10000.0,8.38264,1.985,0.04264,1.50333,16.43003,0.00384,0.02952,0.02932,534.22456
125.36429,0.28504,0.92017,19.60178,1.14253,0.00216,0.01814,0.02333,4.1632,10.38307,1.53503,0.00624,0.62707,0.05064,9999.934524436283,8.23081,1.7737,0.04264,1.40587,21.30225,0.00407,0.08076,0.01777,623.50072
92.02,0.27732,1.19334,18.73951,2.32334,0.00216,0.01814,0.02261,1.13171,11.73322,1.55391,0.00624,0.34412,0.07682,9997.718447436182,8.24392,2.09669,0.04264,1.64031,15.7034,0.00402,0.22323,0.00874,569.04625
122.37333,0.27724,1.07623,17.96972,0.7859,0.00216,0.01814,0.02332,2.05321,10.49256,2.2861,0.00624,0.72814,0.05152,9999.218113607112,8.15159,1.95815,0.04264,1.54314,16.69691,0.00273,0.07075,0.02583,537.88352
138.79231,0.23713,1.18867,19.30478,1.68371,0.00216,0.01814,0.02333,1.91149,10.3182,0.56892,0.00624,0.62155,0.05379,9999.457923602358,7.78158,1.85456,0.04264,1.44935,16.24062,0.01097,0.08653,0.01206,524.20441
116.73125,0.28237,1.20197,19.95141,1.6334,0.00216,0.01814,0.02333,2.78417,10.13981,2.64135,0.00624,0.95299,0.05658,9999.820801601076,7.85519,1.85456,0.04264,1.41966,16.59899,0.00236,0.05937,0.01243,553.96406
125.58571,0.26261,1.42389,18.17406,1.78592,0.00216,0.01814,0.02333,1.62947,10.44491,1.73431,0.00624,0.67797,0.05331,9999.7547681873,7.91777,1.92721,0.04264,1.46203,12.7637,0.0036,0.07864,0.01137,517.54751
116.5625,0.27977,1.07724,18.36103,1.1233,0.00216,0.01814,0.02333,2.0839,11.66738,1.64529,0.00624,0.56642,0.05903,9999.903269833967,8.52745,2.05845,0.04264,1.5424,17.04457,0.00379,0.10422,0.01807,589.42472
144.69167,0.26668,1.05733,19.47567,1.21399,0.00216,0.01814,0.02333,2.4846,10.43009,1.88653,0.00624,0.6893,0.03844,10000.0,8.3805,1.90776,0.04264,1.48991,18.4196,0.00331,0.05577,0.01672,553.56601
101.34211,0.29001,1.19118,19.65609,2.30166,0.00216,0.01814,0.02299,1.57317,11.26795,1.28819,0.00624,0.63943,0.07898,10000.0,8.0413,2.11114,0.04264,1.71222,16.5013,0.00484,0.12351,0.00882,558.49249
122.02,0.27996,1.06668,19.62432,1.23748,0.00216,0.01814,0.02333,1.97904,9.03946,2.18458,0.00624,0.79729,0.0501,9998.750018087401,8.35095,2.01729,0.04264,1.56158,18.39764,0.00286,0.06283,0.0164,472.2888
115.825,0.28876,1.58573,19.70918,1.22327,0.00216,0.01814,0.02333,1.59678,10.63991,0.92727,0.00624,0.28344,0.05511,10000.0,7.16445,1.98999,0.04264,1.52517,12.42912,0.00673,0.19444,0.01659,524.50448
117.64667,0.21345,1.22299,19.54148,1.7767,0.00216,0.01814,0.02333,1.9109,10.30582,2.03237,0.00624,0.71685,0.05331,10000.0,7.78109,1.94517,0.04264,1.46651,15.97845,0.00307,0.07437,0.01143,523.6487
159.30909,0.25927,1.05233,19.38303,1.22287,0.00216,0.01814,0.02333,1.64512,10.73991,1.79497,0.00624,0.39554,0.05841,9999.457923602358,8.25245,1.89702,0.04264,1.47788,18.41907,0.00348,0.14767,0.0166,530.8628
122.91333,0.28417,1.12534,19.55563,0.71852,0.00216,0.01814,0.02333,2.36796,10.30582,1.23581,0.00624,0.50945,0.05241,10000.0,7.77482,1.91235,0.04264,1.4417,17.37751,0.00505,0.10288,0.02825,543.23973
143.0,0.26089,0.90891,18.80912,1.18255,0.00216,0.01814,0.02333,2.36959,9.96505,2.02495,0.00624,0.67531,0.04003,9998.861152232215,8.41149,1.75744,0.04264,1.45509,20.69405,0.00308,0.05928,0.01717,528.70296
124.4,0.28013,0.97346,19.51731,1.83189,0.00216,0.01814,0.02333,2.65531,11.18459,2.18788,0.00624,0.59317,0.04979,10000.0,8.32606,1.80569,0.04264,1.5007,20.04937,0.00285,0.08394,0.01108,593.22354
122.22667,0.21832,0.67596,16.23909,1.76285,3.70738,0.42817,1.83611,4.28138,12.18115,1.3137,4.32897,0.62798,0.49177,10000.0,7.69268,6.37731,4.50875,6.20019,24.02373,3.29524,0.78311,2.34594,8.96597
121.26667,0.28843,0.97963,19.94966,1.15347,0.00216,0.01814,0.02333,1.59678,10.72753,0.67273,0.00624,0.28344,0.05511,10000.0,8.24569,1.97513,0.04264,1.49992,20.36458,0.00928,0.19444,0.0176,528.26011
114.89375,0.2856,1.25919,19.57387,1.24668,0.00216,0.01814,0.02333,2.7434,10.31312,1.4983,0.00624,0.7474,0.05851,10000.0,7.47799,2.00445,0.04264,1.46916,15.54479,0.00416,0.07829,0.01628,559.64489
105.8,0.26366,1.14439,19.24616,1.52157,0.00216,0.01814,0.02299,1.2937,11.23782,0.59365,0.00624,0.13325,0.05713,10000.0,8.73753,2.27269,0.04264,1.55233,16.81788,0.01051,0.42877,0.01334,545.02746
130.81429,0.26711,1.12534,19.24505,1.18255,0.00216,0.01814,0.02333,1.27084,10.3933,2.61532,0.00624,0.70473,0.04546,9999.457923602358,7.78833,1.76972,0.04264,1.48129,17.10152,0.00239,0.06451,0.01717,499.96286
125.75714,0.27547,0.97047,19.30457,1.20754,0.00216,0.01814,0.02333,3.1354,11.16735,1.16433,0.00624,0.43426,0.05113,10000.0,8.70167,1.89924,0.04264,1.36193,19.89202,0.00536,0.11774,0.01681,613.0626
113.74286,0.13286,0.99632,19.58338,1.58587,0.00216,0.01814,0.02299,2.62972,10.35078,2.34243,0.00624,0.88121,0.04479,10000.0,8.31807,1.90783,0.04264,1.52031,19.65575,0.00266,0.05083,0.0128,564.55481
170.39,0.25888,1.23462,17.12021,1.30357,0.00216,0.01814,0.02333,0.83196,11.21158,0.8064,0.00624,0.48317,0.06218,10000.0,7.83196,2.23578,0.04264,1.64623,13.86681,0.00774,0.12868,0.01557,516.22553
128.88571,0.25961,0.81044,17.26108,3.60721,2.04571,0.01814,0.03156,5.26167,8.9262,0.90678,3.6174,1.64414,3.44224,9998.806457259714,4.04929,4.22094,2.39159,3.55992,21.29839,3.98928,2.09364,0.57214,449.52068
132.49286,0.27397,1.09913,19.58338,1.03076,0.00216,0.01814,0.02331,3.1895,10.35078,2.34243,0.00624,0.88121,0.04479,10000.0,8.31807,1.92924,0.04264,1.52031,17.81709,0.00266,0.05083,0.01969,580.85395
130.3,0.27485,0.93372,19.56554,1.58587,0.00216,0.01814,0.02299,2.62972,10.35078,2.34243,0.00624,0.96975,0.04479,10000.0,8.31807,1.95442,0.04264,1.55094,20.95438,0.00266,0.04619,0.0128,564.55481
156.52727,0.24965,3.63846,20.79758,2.47639,0.00216,3.36991,1.83789,3.96002,10.95096,3.54305,4.93461,2.47114,0.07378,9999.289411799984,4.99728,2.0952,1.98852,2.74506,5.71604,1.39276,0.02986,1.36169,8.11309
115.99375,0.28599,1.09831,19.27922,1.28054,0.00216,0.01814,0.02333,1.79343,11.35388,0.86653,0.00624,0.29113,0.05707,10000.0,8.22289,2.06398,0.04264,1.50372,17.55355,0.0072,0.19602,0.01585,563.53656
115.8375,0.2908,1.05341,19.13527,1.44528,0.00216,0.01814,0.02333,3.7147,11.46837,1.65134,0.00624,0.55036,0.05164,10000.0,7.75202,1.985,0.04264,1.4449,18.16499,0.00378,0.09384,0.01405,650.79624
99.37895,0.28777,1.1941,18.8337,1.25883,0.00216,0.01814,0.0226,0.90569,10.08633,1.84426,0.00624,0.50762,0.07249,9998.861152232215,7.69944,1.93817,0.04264,1.57602,15.77225,0.00338,0.1428,0.01613,486.28081
112.1625,0.28614,1.13029,19.71032,2.69005,0.00216,0.01814,0.02299,2.78757,10.12805,1.08537,0.00624,0.57695,0.06593,9999.403228629857,8.17147,1.94929,0.04264,1.52379,17.43828,0.00575,0.11427,0.00755,561.73269
136.28462,0.27586,1.02984,19.48161,1.19308,0.00216,0.01814,0.02299,2.12274,10.2143,1.63475,0.00624,0.68054,0.04149,10000.0,7.93357,1.92924,0.04264,1.49411,18.9172,0.00382,0.06097,0.01701,536.56859
127.1,0.28281,1.19118,19.30462,1.15638,0.00216,0.01814,0.02333,3.16334,10.42474,2.20632,0.00624,0.8118,0.04546,10000.0,7.78157,1.99986,0.04264,1.51672,16.20624,0.00283,0.056,0.01755,582.42947
145.98333,0.25348,39.96748,60.90316,82.54993,46.53037,34.49743,18.40414,5.09337,53.76731,52.3088,13.35824,33.00959,74.84429,9914.433245649114,64.95522,36.27572,29.46066,16.76785,1.52382,0.25537,2.26735,0.98156,3.19823
121.56,0.27889,1.60105,19.456,1.28692,0.00216,0.01814,0.02333,1.42805,10.06604,1.20099,0.00624,0.51919,0.05331,10000.0,7.17526,1.99986,0.04264,1.50238,12.15201,0.0052,0.10269,0.01577,492.67432
122.35333,0.25695,1.05384,20.81228,0.91962,0.00216,0.01814,0.02333,3.23173,10.47831,1.5527,0.00624,0.62544,0.04855,9999.0360726271,8.97832,2.16748,0.04264,1.36164,19.74906,0.00402,0.07763,0.02207,587.65717
97.72105,0.30124,1.028,19.6876,1.72976,0.00216,0.01814,0.02299,1.34785,13.51792,0.9481,0.00624,0.37714,0.07557,10000.0,7.85707,2.21703,0.04264,1.70444,19.1514,0.00658,0.20039,0.01174,646.55002
98.04737,0.28565,0.9769,19.03938,1.63778,0.00216,0.01814,0.02333,2.81934,10.44518,2.73409,0.00624,0.99795,0.07413,10000.0,7.92014,1.92955,0.04264,1.46876,19.48959,0.00228,0.07429,0.01239,568.56035
153.83333,0.19462,3.27653,15.03003,6.36033,0.00216,2.64144,2.93401,0.36448,14.75122,5.51971,1.48739,0.74766,0.05495,9997.841227394085,3.84186,2.21396,1.05079,4.12073,4.58717,0.26947,0.0735,0.41564,5.15189
154.06364,0.25156,1.47127,19.66331,1.73047,0.00216,0.01814,0.02333,1.50884,10.73213,1.01962,0.00624,0.42253,0.05202,10000.0,7.31884,2.0193,0.04264,1.534,13.36485,0.00612,0.12312,0.01173,524.68807
128.58571,0.24188,1.33925,20.75629,1.33381,0.00216,0.01814,0.02341,0.70331,10.90565,1.22465,0.00624,0.67806,0.04817,9999.760190004752,7.71549,2.05024,0.04264,1.81413,15.49839,0.0051,0.07104,0.01522,495.9391
125.83333,0.27678,1.3094,18.25203,1.15638,0.00216,0.01814,0.02333,1.41569,10.38092,1.74028,0.00624,0.59264,0.04546,9999.403228629857,7.6006,2.13467,0.04264,1.5469,13.93924,0.00359,0.07671,0.01755,505.64141
134.49231,0.27771,1.05733,19.48676,1.1477,0.00216,0.01814,0.02333,3.17261,10.12427,1.06717,0.00624,0.4789,0.04515,10000.0,8.14106,1.85874,0.04264,1.41639,18.43008,0.00585,0.09428,0.01769,569.9478
125.08667,0.27967,1.20512,20.18149,1.13097,0.00216,0.01814,0.02307,0.6718,11.11645,0.9335,0.00624,0.40364,0.05206,9999.760190004752,8.18453,2.14755,0.04264,1.70196,16.74645,0.00668,0.12897,0.01795,510.96625
111.2875,0.2485,0.88178,18.33893,3.84398,4.53989,0.66324,2.81367,0.97358,14.91734,1.95752,4.69844,0.97256,2.571,10000.0,8.50232,6.29383,3.40406,5.54328,20.79761,2.4002,2.64353,1.35358,5.64775
130.16429,0.27025,0.99149,19.09748,1.34182,0.00216,0.01814,0.02333,2.00425,9.87718,1.97522,0.00624,0.69349,0.04675,9999.457923602358,8.35387,1.83511,0.04264,1.40587,19.26136,0.00316,0.06742,0.01513,509.27702
154.0,0.25619,1.05733,15.18072,2.89616,2.79375,0.88856,4.60524,0.83067,7.95957,0.41293,1.127,3.15892,0.04909,9999.784240734,12.28853,6.1537,3.02695,1.41639,14.35755,2.72927,0.01554,1.27145,1.90875
123.02667,0.27268,1.13668,20.48388,1.01754,0.00216,0.01814,0.02333,2.20393,11.61177,0.774,0.00624,0.42241,0.0582,10000.0,9.22738,2.23161,0.04264,1.67977,18.02073,0.00806,0.13778,0.01995,592.18609
111.5125,0.28543,0.98433,19.54925,1.06614,0.00216,0.01814,0.02333,3.69429,10.60622,2.94323,0.00624,0.45355,0.04855,10000.0,8.73123,1.90984,0.04264,1.49029,19.86051,0.00212,0.10705,0.01904,612.96674
99.79474,0.29439,1.33123,19.31202,1.53941,0.00216,0.01814,0.02299,1.78142,10.7463,1.42953,0.00624,0.58361,0.07249,10000.0,7.3241,2.09207,0.04264,1.62439,14.50685,0.00437,0.1242,0.01319,544.86211
103.68333,0.27183,0.89198,19.65867,2.70079,0.00216,0.01814,0.02299,0.63659,11.00366,1.57651,0.00624,0.85427,0.07898,10000.0,8.09897,1.8521,0.04264,1.43665,22.03942,0.00396,0.09245,0.00752,506.26369
130.26429,0.27804,0.99149,18.27738,1.065,0.00216,0.01814,0.02333,2.75767,10.43502,2.03808,0.00624,0.67956,0.04585,9998.748143815059,8.07939,1.83511,0.04264,1.43207,18.43423,0.00306,0.06747,0.01906,565.48139
111.62941,0.26429,1.24503,18.70464,2.46956,0.00216,0.01814,0.02299,0.96763,11.19093,1.4041,0.00624,0.89691,0.0711,9997.718447436182,8.24392,2.09785,0.04264,1.5867,15.02343,0.00444,0.07927,0.00822,528.80666
116.85,0.28787,1.22903,18.87498,1.3131,0.00216,0.01814,0.02333,1.4764,10.07842,2.19276,0.00624,0.63129,0.05205,9999.457923602358,7.14329,1.84404,0.04264,1.45509,15.35757,0.00285,0.08245,0.01546,495.27701
123.12667,0.27597,1.21775,17.80707,0.52939,0.00216,0.01814,0.02333,1.788,10.84432,0.93807,0.00624,0.46792,0.05511,10000.0,8.22289,2.21667,0.04264,1.65904,14.62294,0.00665,0.11778,0.03835,541.46267
153.84167,0.24765,29.98592,37.25988,51.70784,48.48596,4.44804,21.12714,37.0814,34.56138,9.24425,9.85012,41.1553,53.48742,9984.447182106267,98.78121,18.3404,1.89452,72.28444,1.24258,1.06554,1.29965,1.02371,3.39103
94.83158,0.24905,0.93946,22.79089,1.78705,1.48404,2.75901,0.02299,2.2701,11.2386,2.13192,4.15581,0.88121,0.04548,10000.0,8.28818,2.25748,0.04264,0.1,24.25968,1.94933,0.05161,2.37433,587.52751
118.14,0.27944,1.21952,18.95308,1.28047,0.00216,0.01814,0.02333,1.84177,11.12563,1.8583,0.00624,0.45944,0.05511,10000.0,8.22964,1.90817,0.04264,1.48882,15.54148,0.00336,0.11995,0.01585,555.82531
125.70714,0.22984,1.08974,18.65695,1.42962,0.00216,0.01814,0.02333,2.84164,11.28195,0.89568,0.00624,0.65988,0.0582,10000.0,10.70672,2.23752,0.04264,1.67352,17.12054,0.00697,0.0882,0.0142,605.38297
119.26,0.28608,1.19118,19.49704,1.44528,0.00216,0.01814,0.02333,2.15647,10.57987,1.65134,0.00624,0.55036,0.05164,10000.0,7.75202,1.985,0.04264,1.47713,16.36778,0.00378,0.09384,0.01405,545.92116
116.5375,0.28336,1.21008,22.62531,1.28605,0.00216,0.01814,0.02333,1.00746,10.48701,1.43146,0.00624,0.63205,0.05331,10000.0,7.89496,2.2103,0.04264,1.59284,18.69737,0.00436,0.08435,0.01578,492.69037
103.70556,0.29014,1.18622,19.11558,2.06116,0.00216,0.01814,0.02265,0.41105,11.19767,0.63721,0.00624,0.21425,0.0748,10000.0,8.18453,2.08615,0.04264,1.6634,16.11463,0.00979,0.34911,0.00985,512.41491
126.53571,0.26853,1.12534,19.57688,0.42773,0.00216,0.01814,0.02333,2.36796,10.30582,0.66185,0.00624,0.50945,0.05241,10000.0,7.77482,2.04507,0.04264,1.48345,17.39639,0.00943,0.10288,0.04746,543.23973
96.66842,0.2796,1.18952,17.11388,1.31917,0.00216,0.01814,0.02299,0.77126,11.19789,1.72023,0.00624,0.43008,0.07981,9999.457923602358,7.79464,1.92066,0.04264,1.54333,14.38717,0.00363,0.18558,0.01539,520.56856
118.81333,0.28981,1.06026,19.59353,1.63778,0.00216,0.01814,0.02333,2.95509,10.44231,2.18384,0.00624,0.75145,0.05196,10000.0,7.86194,1.91372,0.04264,1.4951,18.47987,0.00286,0.06914,0.01239,574.25657
147.41667,0.24174,3.03582,19.57859,5.92665,0.73317,0.01814,0.2985,4.42969,14.83644,1.79382,0.00624,2.01333,1.83478,9999.371912253953,5.62927,2.09399,0.04264,2.38943,6.44919,0.00348,0.91132,0.12677,64.54364
134.51538,0.23789,1.54919,19.28643,2.10803,0.00216,0.03774,0.02333,2.05534,11.98879,1.24466,0.00941,0.6714,0.06816,10000.0,8.44568,2.09016,0.04264,1.56435,12.44939,0.00756,0.10152,0.01893,601.97734
104.7,0.28136,1.07346,19.65321,1.21207,0.00216,0.01814,0.02299,2.52544,10.34667,1.15799,0.00624,0.44154,0.07288,10000.0,8.24985,1.8566,0.04264,1.36162,18.30831,0.00539,0.16505,0.01675,559.84035
52.05,0.138,1.05733,21.86863,3.59771,1.58018,3.56768,4.46395,4.90412,6.85187,2.04505,1.56074,0.4789,0.04151,10000.0,12.87821,2.33802,2.03932,1.41639,20.6828,0.76318,0.08667,1.43087,2.63354
123.17333,0.28081,1.52615,19.55153,1.22931,0.00216,0.01814,0.02333,1.02599,10.49235,0.93802,0.00624,0.42253,0.05202,10000.0,7.29604,2.09195,0.04264,1.5516,12.81098,0.00665,0.12312,0.01651,493.71369
124.84667,0.2682,1.05937,17.34577,1.86978,0.00216,0.01814,0.02265,1.2701,10.71678,1.44733,0.00624,0.66347,0.05366,10000.0,8.32438,2.01351,0.04264,1.60107,16.37374,0.00431,0.08088,0.01086,529.10703
124.76,0.26784,1.46484,19.78726,2.21187,0.00216,0.01814,0.02333,2.19114,10.5529,1.074,0.00624,0.7474,0.05437,10000.0,7.34715,1.94665,0.04264,1.52226,13.5081,0.00581,0.07274,0.00918,546.2513
114.53125,0.25677,1.19335,19.26146,1.88343,0.00216,0.01814,0.02333,1.94689,10.37753,2.21944,0.00624,0.8872,0.06559,10000.0,8.40975,1.77102,0.04264,1.46888,16.14068,0.00281,0.07393,0.01078,528.26499
143.61667,0.26735,1.05733,19.77721,1.08345,0.00216,0.01814,0.02333,4.06853,10.10899,1.40812,0.00624,0.72048,0.0389,9998.806457259714,8.3058,1.90776,0.04264,1.43541,18.70478,0.00443,0.054,0.01874,607.69487
122.24667,0.28061,1.13029,18.33089,1.90798,0.00216,0.01814,0.02349,2.23963,10.50899,3.73504,0.00624,0.61922,0.04413,9998.752362993417,8.26927,1.92924,0.04264,1.54999,16.21786,0.00167,0.07126,0.01064,542.79616
168.58,0.24704,5.13197,22.73844,2.25888,2.04078,0.01814,1.05319,3.32162,10.01093,4.06417,4.05757,0.61503,2.35223,9998.103827452502,7.84727,1.74033,0.04264,1.55567,4.43074,0.99838,3.82459,0.91148,12.65925
117.61333,0.28295,2.91868,16.15925,0.99127,3.57952,2.1251,0.02333,2.60271,12.95831,2.52656,0.00624,0.76693,4.85179,9999.689845048813,11.32511,1.83511,0.54485,2.06788,5.53649,0.00247,6.32621,5.75484,666.99626
119.55333,0.28276,1.05733,19.50805,0.96892,0.00216,0.01814,0.02299,1.89885,9.41906,1.37458,0.00624,0.48245,0.05367,9999.676280205533,8.25759,1.92924,0.04264,1.43798,18.45022,0.00454,0.11124,0.02095,492.24413
118.48667,0.27635,1.20819,19.35672,1.7931,0.00216,0.01814,0.02333,2.66598,11.94748,1.30795,0.00624,0.62232,0.0616,10000.0,8.30325,1.99133,0.04264,1.50526,16.02127,0.00477,0.09899,0.01132,626.38077
166.18,0.25784,1.21307,19.56371,1.6588,0.00216,0.01814,0.02299,1.57317,10.46222,1.10378,0.00624,0.71109,0.052,10000.0,7.83254,2.02134,0.04264,1.54333,16.1274,0.00565,0.07313,0.01224,523.44923
108.37647,0.30198,1.12318,19.63469,1.68992,0.00216,0.01814,0.02329,5.86099,10.43055,1.15358,0.00624,0.57082,0.06593,9999.403228629857,8.14867,2.00189,0.04264,1.57517,17.48138,0.00541,0.11549,0.01201,699.54932
112.37647,0.28773,1.33993,19.4827,1.01568,0.00216,0.01814,0.02299,0.70062,9.75755,0.95025,0.00624,0.39553,0.06023,9999.403228629857,7.44464,2.09399,0.04264,1.57876,14.54007,0.00657,0.15228,0.01999,454.85197
106.44706,0.25624,0.92565,19.60222,1.13579,0.00216,0.01814,0.02333,3.56619,10.35427,1.77854,0.00624,0.59637,0.04855,10000.0,8.25361,1.76246,0.04264,1.40013,21.17675,0.00351,0.0814,0.01787,596.67638
117.88667,0.28327,1.18867,19.30478,4.11565,0.00216,0.01814,0.02333,1.91149,10.3182,2.16267,0.00624,0.62155,0.05379,9999.457923602358,7.78158,1.85456,0.04264,1.52274,16.24062,0.00289,0.08653,0.00493,524.20441
194.84444,0.21957,0.419,21.4289,1.79978,2.42328,0.01814,3.42856,3.17962,5.67533,6.15526,1.38601,0.41942,2.86423,9996.5613235746,10.52455,1.97209,1.39039,1.45987,51.14337,0.22517,6.82901,1.35651,2.5827
114.61875,0.27338,1.18033,19.54148,2.15567,0.00216,0.01814,0.02333,2.37278,9.94904,2.12532,0.00624,0.86594,0.06308,10000.0,8.39169,1.87757,0.04264,1.45509,16.5559,0.00294,0.07284,0.00942,528.15343
135.21538,0.22306,5.56482,17.85983,1.72719,0.00216,4.06619,0.02333,0.87282,7.32291,0.26663,3.97851,0.27965,0.29373,10000.0,4.69354,2.16367,1.57524,1.51331,3.20942,14.92163,1.05034,2.35547,351.29551
116.36875,0.28249,1.10077,19.31061,1.3222,0.00216,0.01814,0.02333,1.23402,10.0812,1.45548,0.00624,0.48139,0.05534,10000.0,8.43089,2.12956,0.04264,1.59701,17.54286,0.00429,0.11495,0.01535,485.00735
96.01,0.2807,1.19917,16.43607,1.30011,0.00216,0.01814,0.0227,0.68369,11.228,0.95894,0.00624,0.22491,0.07142,10000.0,7.78788,2.16439,0.04264,1.68108,13.70617,0.00651,0.31756,0.01561,524.67949
158.62727,0.25819,1.20825,18.89711,1.18255,0.00216,0.01814,0.02333,3.49267,9.91043,2.81132,0.00624,0.59682,0.0521,9999.457923602358,7.75494,1.82863,0.04264,1.45509,15.64011,0.00222,0.08729,0.01717,574.50098
142.43077,0.23621,4.46486,17.6787,1.48086,0.00216,2.05367,3.12837,2.24281,12.33827,2.03965,2.90325,1.50711,0.48644,9996.598020724543,9.31973,6.17406,4.71963,3.34209,3.95952,1.42341,0.32276,1.38827,4.66092
152.125,0.24783,1.03492,18.01171,1.15351,0.00216,0.01814,0.02333,2.17393,11.04047,1.49266,0.00624,0.47165,0.05267,10000.0,8.22325,1.79129,0.04264,1.56158,17.40388,0.00418,0.11167,0.0176,566.41222
136.26154,0.1594,1.84383,15.23287,1.13579,3.15882,1.29348,0.02333,3.11441,9.26014,3.22412,2.61469,5.71305,4.6165,9997.256161641431,10.24507,2.51028,0.04264,1.37044,8.26155,0.81098,0.80806,3.91999,530.41359
131.80769,0.24038,1.232,18.90167,1.2543,0.00216,0.01814,0.02333,1.79343,11.11326,0.86653,0.00624,0.34734,0.05511,10000.0,8.22289,2.06398,0.04264,1.51652,15.34224,0.0072,0.15867,0.01618,553.22262
92.67,0.27105,1.05909,18.33105,0.52199,0.24494,4.80932,0.02299,4.37861,14.51723,3.19755,0.7628,0.43547,4.38138,9999.403228629857,7.87446,3.43125,3.10961,2.20424,17.30826,0.23856,10.06134,9.68268,821.8279
146.64167,0.24728,3.32294,20.16299,2.72921,2.36294,0.66914,1.70888,1.97859,13.69827,0.67258,0.47456,2.28252,1.84391,9997.518019322537,7.71549,2.02134,0.6357,1.5402,6.06782,0.70558,0.80784,1.11097,9.17374
164.01,0.23837,6.10828,25.10821,0.53874,2.50093,0.4278,2.23635,7.05953,9.92397,0.24257,0.00624,3.53236,2.34763,10000.0,5.89911,3.4995,1.39492,2.66011,4.11052,0.02572,0.66461,5.43626,7.5943
133.88462,0.2574,1.10077,18.00602,1.19166,0.00216,0.01814,0.02333,1.88851,11.11557,1.49194,0.00624,0.55484,0.04749,10000.0,8.25013,1.90245,0.04264,1.62321,16.3577,0.00418,0.08559,0.01704,557.39704
